order_id,timestamp,region,category,sales,quantity,rating,profit
144,2026-02-21 16:12:19.600892,West,Sports,4993,5,1.6,1276.1301335189128
145,2026-02-21 16:11:19.600894,West,Clothing,4987,5,3.2,595.0880721738644
146,2026-02-21 16:10:19.600897,East,Electronics,4326,9,4.6,823.1240727002235
147,2026-02-21 16:09:19.600899,East,Clothing,2112,9,3.8,461.0018872292727
148,2026-02-21 16:08:19.600902,East,Sports,1577,6,1.5,468.5977448633976
149,2026-02-21 16:07:19.600904,North,Sports,1800,5,1.5,212.25892722914617
150,2026-02-21 16:06:19.600907,West,Sports,2658,2,4.6,326.38138700395916
151,2026-02-21 16:05:19.600910,East,Clothing,2771,8,3.0,824.6768445919847
152,2026-02-21 16:04:19.600912,East,Sports,3029,8,4.7,548.6277185736266
153,2026-02-21 16:03:19.600915,North,Home,3760,7,3.9,935.2731590130049
154,2026-02-21 16:02:19.600917,East,Sports,863,8,5.0,221.5278510179375
155,2026-02-21 16:01:19.600920,North,Electronics,1345,3,4.5,219.11648107827375
156,2026-02-21 16:00:19.600922,South,Home,3532,3,2.7,504.581666183264
157,2026-02-21 15:59:19.600925,East,Sports,1827,2,4.0,283.583724499265
158,2026-02-21 15:58:19.600927,South,Home,3662,1,2.9,926.0417444979396
159,2026-02-21 15:57:19.600930,North,Sports,891,3,1.9,238.8734381727081
160,2026-02-21 15:56:19.600932,West,Electronics,3755,3,2.0,900.828207815644
161,2026-02-21 15:55:19.600935,East,Sports,2559,7,2.6,481.72027017700725
162,2026-02-21 15:54:19.600937,North,Home,3737,9,1.4,569.9399275813195
163,2026-02-21 15:53:19.600940,West,Electronics,2546,1,1.7,471.13681243800954
164,2026-02-21 15:52:19.600942,West,Clothing,4741,8,3.0,1341.2541407324507
165,2026-02-21 15:51:19.600945,South,Electronics,1805,1,4.8,492.11359057427467
166,2026-02-21 15:50:19.600947,North,Electronics,3394,3,3.3,558.9077695962594
167,2026-02-21 15:49:19.600950,West,Electronics,2532,4,2.6,419.2692292580386
168,2026-02-21 15:48:19.600952,East,Home,1264,8,2.0,323.5774397841137
169,2026-02-21 15:47:19.600955,East,Electronics,998,1,1.8,184.94418089587037
170,2026-02-21 15:46:19.600957,South,Sports,3868,2,3.6,829.8583646514696
171,2026-02-21 15:45:19.600960,West,Electronics,3444,5,4.4,635.292459562426
172,2026-02-21 15:44:19.600962,North,Electronics,4304,6,2.6,639.0052561151409
173,2026-02-21 15:43:19.600965,East,Sports,4713,5,3.2,649.3135625234088
174,2026-02-21 15:42:19.600968,West,Sports,4960,3,3.8,634.42538567826
175,2026-02-21 15:41:19.600971,West,Clothing,635,7,1.2,64.95069311644025
176,2026-02-21 15:40:19.600973,South,Electronics,1600,1,2.4,249.79726614522764
177,2026-02-21 15:39:19.600976,East,Home,2371,2,3.9,318.3819535254609
178,2026-02-21 15:38:19.600978,East,Electronics,4533,9,3.7,687.1578568421467
179,2026-02-21 15:37:19.600981,North,Electronics,4613,4,1.2,531.2367791645494
180,2026-02-21 15:36:19.600983,East,Sports,4512,8,2.0,759.4231691649437
181,2026-02-21 15:35:19.600985,North,Clothing,704,9,3.7,143.61016943083612
182,2026-02-21 15:34:19.600988,East,Electronics,2871,7,2.1,829.4729064591907
183,2026-02-21 15:33:19.600990,South,Home,1061,1,4.3,179.74867067922034
184,2026-02-21 15:32:19.600993,East,Electronics,3814,5,1.1,405.0643285121719
185,2026-02-21 15:31:19.600995,North,Home,4460,6,1.8,769.2290299352424
186,2026-02-21 15:30:19.600998,North,Sports,3026,8,2.1,797.184138768795
187,2026-02-21 15:29:19.601000,South,Clothing,2711,8,4.7,455.5278479460414
188,2026-02-21 15:28:19.601003,East,Electronics,2871,9,4.2,454.6117510526305
189,2026-02-21 15:27:19.601005,East,Clothing,3181,9,4.5,902.7647087755685
190,2026-02-21 15:26:19.601008,South,Electronics,3306,4,2.8,527.1279987422901
191,2026-02-21 15:25:19.601010,East,Home,4269,6,4.3,1255.309425731285
192,2026-02-21 15:24:19.601015,East,Clothing,2755,3,4.4,734.2822929773885
193,2026-02-21 15:23:19.601018,North,Electronics,4910,1,2.6,1162.9334204318548
194,2026-02-21 15:22:19.601020,East,Sports,1400,6,5.0,307.5313565556083
195,2026-02-21 15:21:19.601023,East,Home,2250,1,4.4,326.1512608855825
196,2026-02-21 15:20:19.601025,South,Clothing,3795,9,4.9,933.8724135123311
197,2026-02-21 15:19:19.601027,South,Electronics,3659,6,4.5,619.9356834763965
198,2026-02-21 15:18:19.601030,West,Clothing,1952,1,4.1,384.7946993297154
199,2026-02-21 15:17:19.601032,North,Electronics,1743,3,4.8,210.57837742540517
200,2026-02-21 15:16:19.601035,East,Home,2822,1,2.7,449.3493796505457
201,2026-02-21 15:15:19.601037,East,Sports,2170,2,4.1,446.63784907344905
202,2026-02-21 15:14:19.601041,West,Home,2527,6,1.9,489.2480798845202
203,2026-02-21 15:13:19.601044,East,Clothing,2268,7,3.9,382.617567154081
204,2026-02-21 15:12:19.601046,North,Clothing,4163,1,4.1,809.2288806638812
205,2026-02-21 15:11:19.601049,West,Electronics,2802,5,3.9,697.6566055520514
206,2026-02-21 15:10:19.601051,North,Home,1669,6,4.4,320.22287332484467
207,2026-02-21 15:09:19.601054,West,Electronics,2932,4,2.7,590.0101550192072
208,2026-02-21 15:08:19.601056,West,Home,886,6,3.2,212.8430855904905
209,2026-02-21 15:07:19.601059,South,Clothing,2930,5,1.0,786.186274653545
210,2026-02-21 15:06:19.601061,North,Electronics,3848,7,1.6,790.274363439018
211,2026-02-21 15:05:19.601064,East,Electronics,1905,4,3.6,551.754909346433
212,2026-02-21 15:04:19.601066,East,Home,623,1,3.2,106.3395514590196
213,2026-02-21 15:03:19.601069,North,Sports,4497,2,1.8,676.847950260343
214,2026-02-21 15:02:19.601071,East,Home,3952,6,2.0,943.0182318163852
215,2026-02-21 15:01:19.601074,East,Sports,4396,2,2.4,594.1191684531221
216,2026-02-21 15:00:19.601076,North,Home,2124,5,3.9,594.7063437405185
217,2026-02-21 14:59:19.601079,West,Clothing,1681,4,3.4,298.06624027831083
218,2026-02-21 14:58:19.601081,North,Electronics,1227,7,1.3,294.0256798813518
219,2026-02-21 14:57:19.601084,West,Home,4384,4,4.0,938.3369125191778
220,2026-02-21 14:56:19.601086,East,Clothing,4170,7,2.1,462.36197631351774
221,2026-02-21 14:55:19.601089,East,Home,1641,8,3.7,396.81963175105494
222,2026-02-21 14:54:19.601091,East,Electronics,2875,7,1.5,741.7527198671638
223,2026-02-21 14:53:19.601094,South,Home,4531,2,5.0,1343.416516787522
224,2026-02-21 14:52:19.601096,West,Sports,858,1,1.3,157.20750756042665
225,2026-02-21 14:51:19.601099,South,Electronics,4242,5,4.0,850.8871422523014
226,2026-02-21 14:50:19.601101,South,Sports,3344,7,3.2,919.5112747424841
227,2026-02-21 14:49:19.601104,North,Clothing,2711,1,1.3,417.05878311795294
228,2026-02-21 14:48:19.601106,South,Clothing,1472,8,1.1,202.88359107469265
229,2026-02-21 14:47:19.601109,North,Home,860,3,2.5,108.86056697078705
230,2026-02-21 14:46:19.601111,North,Sports,3132,7,4.2,925.9771863382847
231,2026-02-21 14:45:19.601113,South,Sports,3690,3,1.2,568.525115830417
232,2026-02-21 14:44:19.601116,West,Electronics,2124,4,3.8,534.1411835271476
233,2026-02-21 14:43:19.601118,West,Sports,4428,8,3.6,841.0252320064586
234,2026-02-21 14:42:19.601121,West,Sports,2256,2,2.1,334.1476090667129
235,2026-02-21 14:41:19.601124,West,Electronics,740,6,1.3,209.17340234183197
236,2026-02-21 14:40:19.601127,West,Electronics,1475,9,4.7,284.32321301421814
237,2026-02-21 14:39:19.601129,South,Sports,4818,9,2.2,1027.1546174840826
238,2026-02-21 14:38:19.601131,South,Home,2813,5,1.4,406.4748338306165
239,2026-02-21 14:37:19.601134,East,Electronics,1805,3,3.7,297.51898487202163
240,2026-02-21 14:36:19.601136,West,Electronics,1287,6,1.9,321.15477637481337
241,2026-02-21 14:35:19.601139,South,Sports,2928,9,2.9,493.68701887203014
242,2026-02-21 14:34:19.601141,East,Sports,1055,6,1.2,212.25725405330832
243,2026-02-21 14:33:19.601144,West,Electronics,2609,4,5.0,320.57068799273384
244,2026-02-21 14:32:19.601146,North,Sports,3149,5,2.8,850.2718575493387
245,2026-02-21 14:31:19.601149,East,Electronics,2059,7,5.0,509.6361158135177
246,2026-02-21 14:30:19.601151,South,Home,4735,3,2.5,1193.9253767298244
247,2026-02-21 14:29:19.601154,North,Home,1863,9,2.4,252.69180479792035
248,2026-02-21 14:28:19.601156,North,Electronics,4459,1,4.7,887.4802570349339
249,2026-02-21 14:27:19.601159,North,Electronics,1089,8,2.3,114.89849049159875
250,2026-02-21 14:26:19.601161,East,Clothing,2249,5,2.7,366.6270671936331
251,2026-02-21 14:25:19.601164,South,Clothing,1040,9,1.3,176.3880603195206
252,2026-02-21 14:24:19.601166,North,Sports,2922,2,4.8,826.1605374148762
253,2026-02-21 14:23:19.601169,West,Sports,790,1,1.3,235.8596822311584
254,2026-02-21 14:22:19.601171,North,Electronics,2590,7,4.1,578.9923770028166
255,2026-02-21 14:21:19.601174,North,Electronics,4435,9,3.2,901.8738821842987
256,2026-02-21 14:20:19.601176,East,Clothing,4458,5,1.2,838.1832937965638
257,2026-02-21 14:19:19.601179,East,Clothing,4359,4,1.0,451.8506597521714
258,2026-02-21 14:18:19.601181,South,Electronics,1755,4,4.7,456.3409077312442
259,2026-02-21 14:17:19.601184,West,Home,507,8,4.0,118.82314059312245
260,2026-02-21 14:16:19.601187,East,Home,2157,1,3.7,495.8018726334357
261,2026-02-21 14:15:19.601190,North,Sports,4928,1,2.8,1290.1931642297752
262,2026-02-21 14:14:19.601192,South,Electronics,1756,8,2.0,501.5326356004351
263,2026-02-21 14:13:19.601195,North,Electronics,4450,2,3.7,791.6817168239604
264,2026-02-21 14:12:19.601197,North,Sports,1539,6,3.4,285.14681163980424
265,2026-02-21 14:11:19.601200,East,Clothing,2616,2,3.9,771.792719653718
266,2026-02-21 14:10:19.601202,South,Clothing,1184,5,2.5,275.7358047254467
267,2026-02-21 14:09:19.601205,West,Home,4518,3,4.9,1221.0808274895905
268,2026-02-21 14:08:19.601207,West,Electronics,2297,7,1.3,331.4890460345746
269,2026-02-21 14:07:19.601210,East,Clothing,2324,9,1.3,379.7765487749198
270,2026-02-21 14:06:19.601213,East,Home,4034,2,4.7,719.3470973011379
271,2026-02-21 14:05:19.601216,South,Home,562,7,3.6,91.82328187509331
272,2026-02-21 14:04:19.601219,West,Home,760,8,2.3,210.40554614176094
273,2026-02-21 14:03:19.601221,West,Clothing,4071,8,4.0,823.5716014685592
274,2026-02-21 14:02:19.601224,West,Clothing,3692,7,2.8,1073.3730232201515
275,2026-02-21 14:01:19.601226,North,Electronics,1988,4,1.1,326.5578038199346
276,2026-02-21 14:00:19.601229,West,Electronics,1630,4,3.6,175.14174946587895
277,2026-02-21 13:59:19.601234,North,Home,4775,9,2.0,609.3486557976091
278,2026-02-21 13:58:19.601236,South,Home,854,9,1.5,122.47562989061211
279,2026-02-21 13:57:19.601239,North,Clothing,3274,5,1.9,746.4521600731562
280,2026-02-21 13:56:19.601241,South,Clothing,1088,7,2.9,148.20472632070656
281,2026-02-21 13:55:19.601244,West,Electronics,1104,7,1.2,194.6348740892948
282,2026-02-21 13:54:19.601246,West,Electronics,2728,9,4.5,706.7630512483368
283,2026-02-21 13:53:19.601249,South,Sports,673,7,3.2,84.09256343623588
284,2026-02-21 13:52:19.601251,East,Electronics,853,8,2.2,99.02991159419234
285,2026-02-21 13:51:19.601254,South,Clothing,3790,7,3.7,788.2974341212381
286,2026-02-21 13:50:19.601257,East,Home,933,4,4.2,223.5596790039637
287,2026-02-21 13:49:19.601259,North,Sports,3452,2,3.5,974.1220811982287
288,2026-02-21 13:48:19.601262,North,Electronics,758,3,1.8,176.1556636212241
289,2026-02-21 13:47:19.601264,North,Electronics,1367,7,1.4,395.3853051845785
290,2026-02-21 13:46:19.601267,West,Clothing,3106,9,4.4,462.4995778797157
291,2026-02-21 13:45:19.601269,North,Sports,4145,2,1.9,697.8698314498581
292,2026-02-21 13:44:19.601272,East,Electronics,1095,7,1.1,293.3088195788695
293,2026-02-21 13:43:19.601274,North,Home,893,4,3.6,234.15421233045603
294,2026-02-21 13:42:19.601277,South,Clothing,4931,7,1.6,1148.8148722136418
295,2026-02-21 13:41:19.601279,South,Sports,2610,5,5.0,525.1446876684158
296,2026-02-21 13:40:19.601282,West,Electronics,4364,7,4.5,451.85850369444773
297,2026-02-21 13:39:19.601285,South,Electronics,4639,6,3.4,724.0959036792447
298,2026-02-21 13:38:19.601287,East,Sports,2700,2,4.3,355.5022529913574
299,2026-02-21 13:37:19.601290,North,Clothing,4497,7,2.9,495.72663018386845
300,2026-02-21 13:36:19.601292,West,Sports,4353,5,4.2,1110.9550035740667
301,2026-02-21 13:35:19.601295,North,Sports,4254,9,3.6,537.1203370229006
302,2026-02-21 13:34:19.601297,North,Clothing,4870,1,1.1,835.1201575698609
303,2026-02-21 13:33:19.601300,East,Electronics,3929,1,4.8,1160.9856143115476
304,2026-02-21 13:32:19.601302,South,Home,713,2,4.4,129.64527845833038
305,2026-02-21 13:31:19.601305,South,Clothing,2626,8,4.8,336.9191556186553
306,2026-02-21 13:30:19.601308,North,Home,638,9,3.9,151.81367923514932
307,2026-02-21 13:29:19.601310,West,Electronics,4693,7,2.6,1229.5112871185147
308,2026-02-21 13:28:19.601313,South,Sports,4460,1,1.8,695.0024217883725
309,2026-02-21 13:27:19.601315,West,Home,1163,7,1.7,304.55504453844617
310,2026-02-21 13:26:19.601319,South,Electronics,3332,8,1.6,514.1416468675715
311,2026-02-21 13:25:19.601321,West,Electronics,1573,7,1.9,375.35298428072224
312,2026-02-21 13:24:19.601324,East,Sports,4522,5,3.2,565.0723935151101
313,2026-02-21 13:23:19.601326,West,Sports,661,7,3.7,122.65819382721305
314,2026-02-21 13:22:19.601329,East,Electronics,2000,2,2.3,408.1975780662225
315,2026-02-21 13:21:19.601332,East,Electronics,3678,9,3.2,901.3185994980266
316,2026-02-21 13:20:19.601334,West,Home,4990,2,2.4,1147.731127497797
317,2026-02-21 13:19:19.601337,East,Electronics,685,2,3.8,185.40796360180252
318,2026-02-21 13:18:19.601339,North,Electronics,2480,5,5.0,339.4083696841471
319,2026-02-21 13:17:19.601342,East,Home,4488,8,3.8,1042.3349023299766
320,2026-02-21 13:16:19.601345,South,Clothing,1329,6,1.2,166.8559771965723
321,2026-02-21 13:15:19.601347,West,Home,4019,9,2.9,786.180640626743
322,2026-02-21 13:14:19.601350,North,Home,4011,6,4.1,821.9000508913373
323,2026-02-21 13:13:19.601352,West,Sports,3828,5,3.2,403.672876944733
324,2026-02-21 13:12:19.601355,South,Home,3848,1,4.8,438.94651325155763
325,2026-02-21 13:11:19.601357,South,Electronics,2985,8,1.2,799.5452711485864
326,2026-02-21 13:10:19.601360,South,Electronics,1725,3,2.2,271.4419835399373
327,2026-02-21 13:09:19.601362,East,Electronics,3344,2,1.9,565.9018761486088
328,2026-02-21 13:08:19.601365,East,Clothing,3233,7,4.1,737.3866663190095
329,2026-02-21 13:07:19.601367,West,Electronics,4920,2,3.1,709.183192476388
330,2026-02-21 13:06:19.601370,West,Clothing,4496,1,1.6,623.0220349202783
331,2026-02-21 13:05:19.601372,North,Electronics,3170,2,2.1,584.2570126846044
332,2026-02-21 13:04:19.601375,North,Home,1998,6,3.1,223.3750787007727
333,2026-02-21 13:03:19.601378,West,Sports,2188,2,5.0,620.0661815774865
334,2026-02-21 13:02:19.601380,East,Electronics,2947,1,2.5,848.8001806200574
335,2026-02-21 13:01:19.601383,South,Clothing,1367,1,1.6,259.2379249666487
336,2026-02-21 13:00:19.601385,West,Clothing,4812,4,3.0,682.572000499038
337,2026-02-21 12:59:19.601388,North,Sports,3508,8,2.2,680.9551356025125
338,2026-02-21 12:58:19.601390,East,Electronics,4024,6,3.3,482.82623125470485
